"ファイル名","WAVE0002.CSV","V1.11"
"タイトルコメント",""
"トリガ時刻","'23-11-22 14:02:41"
"CH","CH1","CH2","CH3",
"Mode","DC","DC","DC",
"Range","100V","20V","1V",
"Comment","","","",
"Scaling","OFF","OFF","ON",
"Ratio"," 1.00000E+00"," 1.00000E+00"," 2.00000E+02",
"Offset"," 0.00000E+00"," 0.00000E+00"," 0.00000E+00",
"Time","CH1[V]","CH2[V]","CH3[A]","Event"
 4.110000000E+02, 3.2812500E+01,-3.1250000E-02,-3.1250000E-01,0,
 4.115000000E+02, 3.2656250E+01,-6.2500000E-02, 3.1250000E-01,0,
 4.120000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.125000000E+02,-9.3750000E-01,-9.3750000E-02, 1.2500000E+00,0,
 4.130000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.135000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.140000000E+02,-7.8125000E-01,-3.1250000E-02, 9.3750000E-01,0,
 4.145000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.150000000E+02,-7.8125000E-01, 0.0000000E+00, 6.2500000E-01,0,
 4.155000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 4.160000000E+02,-1.0937500E+00,-6.2500000E-02, 0.0000000E+00,0,
 4.165000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.170000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.175000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.180000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.185000000E+02,-9.3750000E-01,-9.3750000E-02, 0.0000000E+00,0,
 4.190000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.195000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.200000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.205000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.210000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.215000000E+02,-7.8125000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.220000000E+02,-9.3750000E-01,-6.2500000E-02, 1.2500000E+00,0,
 4.225000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 4.230000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 4.235000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.240000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.245000000E+02,-9.3750000E-01,-9.3750000E-02, 0.0000000E+00,0,
 4.250000000E+02,-9.3750000E-01,-6.2500000E-02, 1.2500000E+00,0,
 4.255000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.260000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 4.265000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.270000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 4.275000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.280000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.285000000E+02,-1.0937500E+00,-3.1250000E-02, 0.0000000E+00,0,
 4.290000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.295000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.300000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.305000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.310000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.315000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.320000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.325000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.330000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.335000000E+02,-9.3750000E-01,-3.1250000E-02,-6.2500000E-01,0,
 4.340000000E+02,-9.3750000E-01,-9.3750000E-02,-3.1250000E-01,0,
 4.345000000E+02,-9.3750000E-01,-9.3750000E-02, 6.2500000E-01,0,
 4.350000000E+02,-7.8125000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.355000000E+02,-9.3750000E-01,-9.3750000E-02, 0.0000000E+00,0,
 4.360000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 4.365000000E+02,-9.3750000E-01,-3.1250000E-02,-3.1250000E-01,0,
 4.370000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.375000000E+02,-9.3750000E-01,-9.3750000E-02,-3.1250000E-01,0,
 4.380000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.385000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.390000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.395000000E+02,-9.3750000E-01,-6.2500000E-02,-6.2500000E-01,0,
 4.400000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.405000000E+02,-1.0937500E+00,-3.1250000E-02, 0.0000000E+00,0,
 4.410000000E+02,-9.3750000E-01,-3.1250000E-02,-3.1250000E-01,0,
 4.415000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.420000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.425000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.430000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.435000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.440000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.445000000E+02,-1.0937500E+00,-6.2500000E-02, 3.1250000E-01,0,
 4.450000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.455000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.460000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.465000000E+02,-1.0937500E+00,-9.3750000E-02, 9.3750000E-01,0,
 4.470000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.475000000E+02,-7.8125000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.480000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.485000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.490000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.495000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.500000000E+02,-7.8125000E-01,-9.3750000E-02, 6.2500000E-01,0,
 4.505000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.510000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 4.515000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.520000000E+02,-9.3750000E-01,-6.2500000E-02, 1.2500000E+00,0,
 4.525000000E+02,-1.0937500E+00,-6.2500000E-02, 0.0000000E+00,0,
 4.530000000E+02,-1.0937500E+00,-9.3750000E-02,-6.2500000E-01,0,
 4.535000000E+02,-9.3750000E-01, 0.0000000E+00,-3.1250000E-01,0,
 4.540000000E+02,-1.0937500E+00,-6.2500000E-02, 3.1250000E-01,0,
 4.545000000E+02,-7.8125000E-01,-9.3750000E-02, 9.3750000E-01,0,
 4.550000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.555000000E+02,-7.8125000E-01,-9.3750000E-02, 6.2500000E-01,0,
 4.560000000E+02,-7.8125000E-01,-6.2500000E-02,-3.1250000E-01,0,
 4.565000000E+02,-7.8125000E-01,-9.3750000E-02, 6.2500000E-01,0,
 4.570000000E+02,-9.3750000E-01,-9.3750000E-02, 9.3750000E-01,0,
 4.575000000E+02,-7.8125000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.580000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.585000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.590000000E+02,-7.8125000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.595000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.600000000E+02,-7.8125000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.605000000E+02,-9.3750000E-01,-9.3750000E-02, 9.3750000E-01,0,
 4.610000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 4.615000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.620000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.625000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.630000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.635000000E+02,-9.3750000E-01,-3.1250000E-02, 1.2500000E+00,0,
 4.640000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.645000000E+02,-1.0937500E+00,-3.1250000E-02, 3.1250000E-01,0,
 4.650000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.655000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.660000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.665000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.670000000E+02,-7.8125000E-01,-6.2500000E-02, 1.2500000E+00,0,
 4.675000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.680000000E+02,-9.3750000E-01,-9.3750000E-02, 9.3750000E-01,0,
 4.685000000E+02,-1.0937500E+00,-3.1250000E-02,-3.1250000E-01,0,
 4.690000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.695000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.700000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.705000000E+02,-7.8125000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.710000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.715000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.720000000E+02,-7.8125000E-01,-3.1250000E-02,-3.1250000E-01,0,
 4.725000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.730000000E+02,-9.3750000E-01,-9.3750000E-02, 6.2500000E-01,0,
 4.735000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.740000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.745000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.750000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.755000000E+02,-7.8125000E-01,-9.3750000E-02, 3.1250000E-01,0,
 4.760000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.765000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.770000000E+02,-9.3750000E-01,-6.2500000E-02,-6.2500000E-01,0,
 4.775000000E+02,-7.8125000E-01,-3.1250000E-02, 1.2500000E+00,0,
 4.780000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.785000000E+02,-1.0937500E+00,-6.2500000E-02, 3.1250000E-01,0,
 4.790000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.795000000E+02,-7.8125000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.800000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.805000000E+02,-7.8125000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.810000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.815000000E+02,-1.0937500E+00,-6.2500000E-02, 1.2500000E+00,0,
 4.820000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.825000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.830000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.835000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 4.840000000E+02,-9.3750000E-01,-3.1250000E-02,-3.1250000E-01,0,
 4.845000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.850000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.855000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 4.860000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 4.865000000E+02,-9.3750000E-01,-9.3750000E-02, 9.3750000E-01,0,
 4.870000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.875000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.880000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 4.885000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.890000000E+02,-1.0937500E+00,-3.1250000E-02, 6.2500000E-01,0,
 4.895000000E+02,-9.3750000E-01,-3.1250000E-02, 1.2500000E+00,0,
 4.900000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.905000000E+02,-1.0937500E+00,-3.1250000E-02, 3.1250000E-01,0,
 4.910000000E+02,-7.8125000E-01,-6.2500000E-02, 6.2500000E-01,0,
 4.915000000E+02,-1.0937500E+00,-3.1250000E-02, 0.0000000E+00,0,
 4.920000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 4.925000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.930000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.935000000E+02,-7.8125000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.940000000E+02,-7.8125000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.945000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.950000000E+02,-7.8125000E-01,-6.2500000E-02, 9.3750000E-01,0,
 4.955000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 4.960000000E+02,-7.8125000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.965000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 4.970000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.975000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 4.980000000E+02,-1.0937500E+00,-3.1250000E-02, 0.0000000E+00,0,
 4.985000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 4.990000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 4.995000000E+02,-1.0937500E+00,-3.1250000E-02, 3.1250000E-01,0,
 5.000000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.005000000E+02,-1.0937500E+00,-6.2500000E-02, 1.2500000E+00,0,
 5.010000000E+02,-9.3750000E-01,-9.3750000E-02, 6.2500000E-01,0,
 5.015000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.020000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.025000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.030000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.035000000E+02,-9.3750000E-01,-6.2500000E-02,-6.2500000E-01,0,
 5.040000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.045000000E+02,-9.3750000E-01,-9.3750000E-02, 6.2500000E-01,0,
 5.050000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.055000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.060000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.065000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.070000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 5.075000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.080000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.085000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.090000000E+02,-9.3750000E-01,-9.3750000E-02,-3.1250000E-01,0,
 5.095000000E+02,-9.3750000E-01,-6.2500000E-02, 2.1875000E+00,0,
 5.100000000E+02,-9.3750000E-01, 0.0000000E+00, 6.2500000E-01,0,
 5.105000000E+02,-1.2500000E+00,-6.2500000E-02, 3.1250000E-01,0,
 5.110000000E+02,-9.3750000E-01,-6.2500000E-02, 1.2500000E+00,0,
 5.115000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.120000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 5.125000000E+02,-9.3750000E-01,-9.3750000E-02, 9.3750000E-01,0,
 5.130000000E+02,-1.0937500E+00,-3.1250000E-02,-3.1250000E-01,0,
 5.135000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.140000000E+02,-1.0937500E+00,-9.3750000E-02, 1.5625000E+00,0,
 5.145000000E+02,-1.0937500E+00,-6.2500000E-02, 3.1250000E-01,0,
 5.150000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.155000000E+02,-1.0937500E+00,-3.1250000E-02, 6.2500000E-01,0,
 5.160000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.165000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 5.170000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 5.175000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 5.180000000E+02,-7.8125000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.185000000E+02,-1.0937500E+00,-6.2500000E-02, 0.0000000E+00,0,
 5.190000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.195000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.200000000E+02,-9.3750000E-01,-3.1250000E-02,-3.1250000E-01,0,
 5.205000000E+02,-1.0937500E+00,-6.2500000E-02,-3.1250000E-01,0,
 5.210000000E+02,-7.8125000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.215000000E+02,-9.3750000E-01,-3.1250000E-02,-3.1250000E-01,0,
 5.220000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.225000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.230000000E+02,-1.0937500E+00,-3.1250000E-02, 6.2500000E-01,0,
 5.235000000E+02,-7.8125000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.240000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.245000000E+02,-1.0937500E+00,-6.2500000E-02,-3.1250000E-01,0,
 5.250000000E+02,-9.3750000E-01,-3.1250000E-02,-6.2500000E-01,0,
 5.255000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.260000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 5.265000000E+02,-1.0937500E+00,-6.2500000E-02, 0.0000000E+00,0,
 5.270000000E+02,-1.0937500E+00,-6.2500000E-02, 6.2500000E-01,0,
 5.275000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.280000000E+02,-9.3750000E-01,-9.3750000E-02, 6.2500000E-01,0,
 5.285000000E+02,-9.3750000E-01,-9.3750000E-02, 9.3750000E-01,0,
 5.290000000E+02,-9.3750000E-01,-9.3750000E-02, 1.2500000E+00,0,
 5.295000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.300000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 5.305000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.310000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.315000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 5.320000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 5.325000000E+02,-9.3750000E-01,-9.3750000E-02,-6.2500000E-01,0,
 5.330000000E+02,-7.8125000E-01,-9.3750000E-02, 3.1250000E-01,0,
 5.335000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.340000000E+02,-7.8125000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.345000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.350000000E+02,-7.8125000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.355000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.360000000E+02,-9.3750000E-01,-3.1250000E-02,-3.1250000E-01,0,
 5.365000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 5.370000000E+02,-7.8125000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.375000000E+02,-1.0937500E+00,-6.2500000E-02, 6.2500000E-01,0,
 5.380000000E+02,-7.8125000E-01,-3.1250000E-02, 3.1250000E-01,0,
 5.385000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 5.390000000E+02,-7.8125000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.395000000E+02,-7.8125000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.400000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.405000000E+02,-7.8125000E-01,-3.1250000E-02,-3.1250000E-01,0,
 5.410000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 5.415000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 5.420000000E+02,-7.8125000E-01,-3.1250000E-02,-9.3750000E-01,0,
 5.425000000E+02,-9.3750000E-01,-9.3750000E-02, 0.0000000E+00,0,
 5.430000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.435000000E+02,-9.3750000E-01,-9.3750000E-02,-3.1250000E-01,0,
 5.440000000E+02,-7.8125000E-01,-3.1250000E-02,-3.1250000E-01,0,
 5.445000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 5.450000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 5.455000000E+02,-9.3750000E-01,-9.3750000E-02, 0.0000000E+00,0,
 5.460000000E+02,-9.3750000E-01,-9.3750000E-02,-6.2500000E-01,0,
 5.465000000E+02,-9.3750000E-01,-3.1250000E-02,-3.1250000E-01,0,
 5.470000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.475000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.480000000E+02,-1.0937500E+00,-3.1250000E-02, 6.2500000E-01,0,
 5.485000000E+02,-7.8125000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.490000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.495000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.500000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.505000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 5.510000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 5.515000000E+02,-7.8125000E-01,-9.3750000E-02, 6.2500000E-01,0,
 5.520000000E+02,-9.3750000E-01,-9.3750000E-02, 6.2500000E-01,0,
 5.525000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 5.530000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.535000000E+02,-7.8125000E-01,-3.1250000E-02,-6.2500000E-01,0,
 5.540000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.545000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.550000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 5.555000000E+02,-9.3750000E-01,-3.1250000E-02, 3.1250000E-01,0,
 5.560000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 5.565000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.570000000E+02,-9.3750000E-01,-9.3750000E-02, 3.1250000E-01,0,
 5.575000000E+02,-9.3750000E-01,-6.2500000E-02,-3.1250000E-01,0,
 5.580000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.585000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.590000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 5.595000000E+02,-7.8125000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.600000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.605000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.610000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.615000000E+02,-9.3750000E-01,-6.2500000E-02, 9.3750000E-01,0,
 5.620000000E+02,-9.3750000E-01,-6.2500000E-02, 0.0000000E+00,0,
 5.625000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.630000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.635000000E+02,-9.3750000E-01,-9.3750000E-02, 0.0000000E+00,0,
 5.640000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.645000000E+02,-9.3750000E-01,-3.1250000E-02, 0.0000000E+00,0,
 5.650000000E+02,-9.3750000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.655000000E+02,-7.8125000E-01,-6.2500000E-02, 6.2500000E-01,0,
 5.660000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.665000000E+02,-1.0937500E+00,-6.2500000E-02, 0.0000000E+00,0,
 5.670000000E+02,-9.3750000E-01,-3.1250000E-02, 9.3750000E-01,0,
 5.675000000E+02,-1.0937500E+00,-6.2500000E-02, 0.0000000E+00,0,
 5.680000000E+02,-9.3750000E-01,-6.2500000E-02,-6.2500000E-01,0,
 5.685000000E+02,-9.3750000E-01,-6.2500000E-02, 3.1250000E-01,0,
 5.690000000E+02,-7.8125000E-01,-6.2500000E-02,-3.1250000E-01,0,
 5.695000000E+02,-1.0937500E+00,-6.2500000E-02, 0.0000000E+00,0,
 5.700000000E+02,-9.3750000E-01,-3.1250000E-02, 6.2500000E-01,0,
 5.705000000E+02,-7.8125000E-01,-9.3750000E-02, 3.1250000E-01,0,
